ID,Type,Message,Medical_severity
24272,train,"School fields and sport pitches were turned into makeshift airports and helicopters ferried doctors, nurses and badly needed supplies into Puli and airlifted injured to nearby hospitals.",0
24284,train,"People with undiagnosed fever were found, but no rash, neurological symptoms or neurological signs were found amongst any of the fever cases.",1
24293,train,A WHO conducted medical surveillance in the western zone confirmed vitamin B and C deficiency syndrome in 2 villages and patients are being treated accordingly.,0
24297,train,"* 17,000 doses of measles vaccines and syringes, 200,000 doses of yellow fever vaccines and syringes, 200,000 doses of cerebrospinal meningitis vaccines and syringes and 50,000 doses of polio vaccines - UNICEF",0
24302,train,"Conakry, Guinea, 29 December --The United Nations Development Programme (UNDP) has made additional incentive payments to 758 health personnel working in four Ebola treatment units in Guinea, ensuring their life-saving work can continue without any interruption.",0
24306,train,"The tented clinics, which treat around 2,500 people every week, are scattered across Pakistan-administered Kashmir, the epicentre of the earthquake which struck in October last year.",0
24307,train,"There has however been an increase in reported cases of diarrhoea, unexplained fevers and respiratory infections.",1
24315,train,"However, since these are drought-affected areas, the population had been surviving on tea and bread, which led to the vitamin deficiency disease.",0
24335,train,Included in the shipment was PNEUMOVAX=AE23 a vaccine used to prevent drug-resistant pneumonia and some other pneumococcal illnesses affecting vulnerable populations in Tajikistan such as children and medical workers.,0
24345,train,"* 25,000 bags of Intravenous (IV) fluids distributed to health facilities, including temporary medical centres to combat diarrhea dehydration.",1
24349,test,The ICRC effort to help the victims is basically fourfold: provide displaced families with essential household items in order to ensure hygienic living conditions; supply shelter during the initial emergency phase; furnish access to safe drinking water; and give basic health care.,0
24351,train,"Juba weekly infectious disease report recorded 293 cases of malaria with one death, one case of cerebral spinal meningitis and 1 case of tuberculosis.",1
24353,train,Fourteen railcars transported 600 MT of humanitarian supplies across the bridge on the first day of operation.,0
24372,train,According to Sharankhola local authorities these people were rushed to the orthopedic hospital i n a nearby district town of Bagerhat.,0
24374,train,"* Poultry: Newcastle virus Disease, * Pigs: Classical swine fever and Pasteurellosis * Small ruminants: PPR, pasteurellosis and clostridial diseases * Cattle: PPR (in India), Hemorrhagic septicaemia, clostridial diseases and anthrax Anthelmintic treatment campaigns",0
24376,train,"The United Nations Children's Fund (UNICEF) will receive over $2 million to promote preventative measures against communicable diseases for 150,000 displaced persons and ensure that displaced persons, especially children and women, have access to basic curative care.",0
